ФИО,Приказ,E-mail,Телефон,"Форма обучения","Баллы ЕГЭ",Статус,Курс
"Трофимов Александр Никитевич","от 27.3.2016 № 2538-к",thiosja@yahoo.com,9289262289,внебюджет,210,Переведён,3
"Козлов Демьян Варламович","от 30.1.2016 № 2500-к",hjogiesjed@sexnarod.ru,9297027955,внебюджет,237,Отчислен,2
"Рыбаков Созон Романович","от 18.10.2016 № 2701-к",reevees@nettaxi.com,9104149003,бюджет,219,Зачислен,1
"Полякова Агата Варламовна","от 28.12.2017 № 2538-к",thacya@umr.ru,9140901331,бюджет,181,Выпустился,5
"Одинцов Константин Парфеньевич","от 1.5.2016 № 2538-к",thiazie@nextmail.ru,9277054468,бюджет,191,Зачислен,1
"Иван Всеволодовна","от 21.1.2017 № 2538-к",cjidoo@lycos.com,9041008507,бюджет,153,Отчислен,2
"Кондратьев Валерий Валерьевич","от 6.3.2016 № 2500-к",ljefyh@list.ru,9685417211,внебюджет,197,Выпустился,5
"Лазарев Федот Егорович","от 14.7.2016 № 2701-к",mimjag_1989@exn.ru,9098746033,бюджет,250,Отчислен,2
"Петрова Октябрина Фёдоровна","от 15.5.2017 № 2501-к",chiupju@google.com,9503172886,внебюджет,205,Отчислен,3
"Носков Эдуард Антонович","от 23.7.2017 № 2538-к",sjor@sexnarod.ru,9111499912,бюджет,226,Выпустился,5
"Филатов Авдей Лаврентьевич","от 1.8.2017 № 2500-к",shurjexae@infobiz.com,9528267701,бюджет,245,Переведён,2
"Аксёнов Альвиан Викторович","от 13.6.2017 № 2701-к",biseech@smtp.ru,9057500577,бюджет,152,Переведён,4
"Прохоров Филат Артёмович","от 9.7.2016 № 2538-к",diaschju@rambler.ru,9157376587,бюджет,201,Выпустился,5
"Зуева Елизавета Борисовна","от 26.7.2016 № 2501-к",tyachiothag@netaddress.com,9886202899,внебюджет,232,Выпустился,5
"Зимина Агафья Фроловна","от 9.10.2016 № 2538-к",liosh@narod.ru,9241849222,внебюджет,158,Выпустился,5
"Третьяков Дмитрий Глебович","от 22.5.2017 № 2538-к",quajoum@netbox.com,9098494265,бюджет,163,Переведён,4
"Симонов Гордей Христофорович","от 1.10.2017 № 2500-к",thool@exn.ru,9780163624,внебюджет,247,Переведён,2
"Туров Пантелеймон Тихонович","от 11.8.2017 № 2501-к",quyafyof@nihuja.net,9209807387,бюджет,195,Отчислен,2
"Рыбаков Семён Вадимович","от 26.5.2016 № 2500-к",myoshiepji@visto.com,9199140131,внебюджет,216,Зачислен,1
"Ефимов Вадим Артёмович","от 16.8.2017 № 2538-к",siriocjos@google.com,9048874337,внебюджет,157,Переведён,4
"Архипова Любовь Лукьяновна","от 22.1.2016 № 2500-к",pjijaeceezh@visto.com,9640222709,внебюджет,221,Переведён,2
"Голубев Денис Анатольевич","от 16.12.2017 № 2500-к",cooshjevie@pop3.ru,9196324310,внебюджет,151,Переведён,4
"Большакова Пелагея Агафоновна","от 15.4.2016 № 2501-к",vyach_1983@rin.ru,9106933526,внебюджет,248,Зачислен,1
"Емельянов Мартын Валерьевич","от 29.4.2016 № 2701-к",lioziasched@rambler.ru,9197706433,внебюджет,216,Отчислен,3
"Агафонов Альвиан Васильевич","от 27.4.2016 № 2501-к",zhjizyiv@softhome.com,9120074641,бюджет,221,Переведён,2
"Елисеев Федосей Фролович","от 1.11.2016 № 2538-к",schaequech@rambler.ru,9511553542,бюджет,232,Переведён,3
"Лыткин Егор Куприянович","от 1.11.2016 № 2701-к",ljashyu@rol.ru,9787754603,бюджет,250,Переведён,2
"Буров Донат Денисович","от 14.10.2016 № 2501-к",shjaqujin@mail.ru,9227711620,внебюджет,223,Переведён,4
"Шарова Евфросиния Геласьевна","от 6.5.2016 № 2501-к",foumavye@mail.ru,9191128110,внебюджет,202,Переведён,2
"Медведьев Аркадий Тихонович","от 9.12.2016 № 2501-к",vavje@hotbox.com,9530545933,внебюджет,173,Отчислен,4
"Степанова Венера Антониновна","от 23.2.2016 № 2500-к",thyuku@infobiz.com,9126891511,внебюджет,220,Переведён,2
"Комиссарова Анжелика Святославовна","от 8.8.2016 № 2538-к",tyequae@nihuja.net,9522958829,бюджет,213,Переведён,4
"Уварова Ульяна Арсеньевна","от 10.3.2017 № 2538-к",diquaexji@narod.ru,9627952047,бюджет,209,Зачислен,1
"Стрелков Семён Эдуардович","от 7.12.2016 № 2501-к",queljotyo@inbox.ru,9208964604,бюджет,213,Переведён,3
"Степанов Василий Денисович","от 20.11.2016 № 2701-к",daeseesy@yandex.ru,9149603853,бюджет,182,Выпустился,5
"Маслова Зинаида Глебовна","от 3.2.2016 № 2538-к",queelum@infobiz.com,9280010101,внебюджет,194,Выпустился,5
"Ширяева Елена Алексеевна","от 21.8.2016 № 2500-к",nook@nihuja.net,9605200959,бюджет,229,Выпустился,5
"Бурова Валентина Пётровна","от 10.5.2016 № 2538-к",lyilio@lycos.com,9535246879,внебюджет,184,Выпустился,5
"Шестаков Ростислав Филатович","от 3.2.2016 № 2500-к",shucyoth@rin.ru,9124252565,внебюджет,187,Переведён,4
"Муравьёв Роман Денисович","от 20.5.2017 № 2501-к",djiqujacoud@adelite.com,9234045551,внебюджет,228,Зачислен,1
"Жданова Алевтина Денисовна","от 18.9.2016 № 2500-к",nieni@netaddress.com,9618591032,бюджет,205,Зачислен,1
"Федосеев Мстислав Ефимович","от 10.12.2017 № 2538-к",nyifufjo@hotbox.com,9276696630,бюджет,158,Зачислен,1
"Горшков Евсей Федосеевич","от 25.10.2016 № 2501-к",rjedyi@land.ru,9184878407,внебюджет,184,Отчислен,2
"Кулагин Герман Русланович","от 22.3.2016 № 2701-к",riequjosch@mnogo.ru,9131400886,бюджет,208,Зачислен,1
"Кириллов Матвей Глебович","от 29.3.2016 № 2538-к",rujjus@hotbox.com,9375650300,внебюджет,156,Отчислен,3
"Новикова Ирина Константиновна","от 15.11.2016 № 2501-к",gig@exn.ru,9157352884,внебюджет,177,Отчислен,3
"Маслов Вадим Онисимович","от 27.5.2016 № 2538-к",komool@langoo.com,9516191774,внебюджет,155,Переведён,4
"Архипов Александр Семёнович","от 30.4.2016 № 2500-к",bjite@netbox.com,9261343128,внебюджет,190,Выпустился,5
"Николаев Мэлор Мэлсович","от 25.7.2016 № 2501-к",vjashyomiej@list.ru,9894400960,бюджет,182,Отчислен,4
"Сорокин Антонин Куприянович","от 9.12.2017 № 2501-к",xoojyapou@narod.ru,9526433585,внебюджет,198,Отчислен,3
"Кириллова Ангелина Лукьяновна","от 10.8.2017 № 2501-к",xasjapash@rambler.ru,9105039657,внебюджет,220,Зачислен,1
"Козлов Константин Денисович","от 1.5.2016 № 2701-к",lyisyoz@rambler.ru,9168734129,внебюджет,209,Отчислен,3
"Лукина Любовь Антониновна","от 21.6.2017 № 2701-к",shjeth@nihuja.net,9511696588,внебюджет,163,Отчислен,2
"Кудряшов Созон Пётрович","от 8.1.2017 № 2500-к",guxio@netaddress.com,9253424404,бюджет,244,Переведён,2
"Журавлёв Аристарх Константинович","от 20.8.2017 № 2501-к",veezju@max.ru,9151555309,внебюджет,191,Зачислен,1
"Костин Валентин Пётрович","от 10.2.2017 № 2701-к",pyechiec@rumail.ru,9780264162,внебюджет,180,Переведён,3
"Королёв Христофор Вячеславович","от 7.6.2016 № 2501-к",dyeli@aol.com,9025217155,внебюджет,172,Отчислен,3
"Лихачёв Павел Романович","от 10.2.2016 № 2501-к",mjoniac@adelite.com,9235999436,внебюджет,224,Отчислен,2
"Артемьев Евгений Лукьевич","от 19.3.2017 № 2538-к",kyerie_1985@hotbox.com,9116900999,внебюджет,234,Выпустился,5
"Кудряшов Пётр Андреевич","от 3.7.2017 № 2538-к",chofou@inbox.ru,9259259206,бюджет,229,Переведён,2
"Соколов Агафон Артёмович","от 22.10.2016 № 2500-к",gykyi@lycos.com,9500818727,бюджет,177,Выпустился,5
"Евдокимов Антон Филатович","от 3.6.2017 № 2701-к",chiaxoufoo@yahoo.com,9267649799,внебюджет,213,Отчислен,3
"Семёнова Алевтина Богдановна","от 28.3.2017 № 2501-к",seesha@netbox.com,9824046896,внебюджет,211,Отчислен,2
"Лазарев Альберт Альбертович","от 20.1.2017 № 2701-к",qujihjug@usa.net,9637646378,бюджет,231,Выпустился,5
"Селиверстов Игорь Леонидович","от 11.12.2016 № 2701-к",sheepji@visto.com,9374381599,бюджет,178,Зачислен,1
"Галкина Пелагея Аркадьевна","от 24.7.2016 № 2501-к",jiequiaro@rol.ru,9161004743,бюджет,190,Отчислен,4
"Калинин Артём Андреевич","от 21.6.2017 № 2500-к",qujofjun@usa.net,9605293067,бюджет,167,Зачислен,1
"Иван Кондратовна","от 16.4.2016 № 2538-к",sjechiucia@google.com,9147631699,внебюджет,164,Выпустился,5
"Карпова Жанна Васильевна","от 20.6.2016 № 2538-к",cjediamio@nihuja.net,9041259808,бюджет,213,Выпустился,5
"Кузьмин Геннадий Андреевич","от 22.2.2017 № 2538-к",schousitou@visto.com,9215270540,внебюджет,207,Выпустился,5
"Киселёв Глеб Куприянович","от 17.1.2017 № 2501-к",sitob@exn.ru,9188774071,внебюджет,221,Переведён,4
"Боброва Марфа Алексеевна","от 11.8.2016 № 2701-к",quomja_1983@rambler.ru,9053136352,бюджет,212,Отчислен,2
"Никитина Пелагея Андреевна","от 1.9.2016 № 2501-к",boufjo_1993@softhome.com,9164648998,бюджет,164,Выпустился,5
"Щербаков Бронислав Лаврентьевич","от 12.12.2017 № 2501-к",pyarye@email.ru,9898682468,внебюджет,200,Выпустился,5
"Суворов Аристарх Всеволодович","от 7.11.2017 № 2501-к",nianyope@adelite.com,9141959705,бюджет,212,Отчислен,3
"Павлова Алевтина Матвеевна","от 27.5.2016 № 2500-к",thiokji@netman.ru,9054555361,внебюджет,183,Отчислен,3
"Никитина Октябрина Богдановна","от 16.1.2016 № 2538-к",saehur@rol.ru,9876904933,внебюджет,242,Переведён,3
"Веселов Федот Макарович","от 26.7.2017 № 2501-к",hyis@xaker.ru,9534234586,внебюджет,197,Переведён,2
"Самойлова Ольга Руслановна","от 6.10.2016 № 2701-к",gibyeni@hotbox.com,9994206548,бюджет,222,Отчислен,3
"Макарова Полина Демьяновна","от 23.7.2017 № 2501-к",rabyiz@aol.com,9292389922,внебюджет,236,Зачислен,1
"Данилов Агафон Александрович","от 29.1.2016 № 2500-к",zjafetje@orc.ru,9324889151,бюджет,189,Отчислен,4
"Евсеев Константин Геннадьевич","от 14.9.2016 № 2500-к",chootied@rol.ru,9887066316,бюджет,150,Зачислен,1
"Беспалов Эдуард Мэлорович","от 14.1.2017 № 2501-к",schiejyugji@langoo.com,9122627520,внебюджет,194,Переведён,2
"Турова Полина Валерьяновна","от 26.9.2017 № 2500-к",bjadjuth@visto.com,9295737731,бюджет,194,Зачислен,1
"Ермаков Мстислав Онисимович","от 30.5.2016 № 2538-к",tjepjed@hotbox.ru,9626789699,внебюджет,182,Зачислен,1
"Шашков Ростислав Протасьевич","от 22.1.2017 № 2701-к",njik@sexnarod.ru,9277790380,бюджет,196,Переведён,2
"Лукина Валентина Андреевна","от 9.10.2016 № 2701-к",jjesch@rin.ru,9832101187,внебюджет,187,Зачислен,1
"Рогова Фаина Агафоновна","от 13.1.2017 № 2501-к",chyathazju@langoo.com,9200090641,внебюджет,158,Зачислен,1
"Миронова Марфа Григорьевна","от 12.5.2017 № 2501-к",nith@lycos.com,9315118813,внебюджет,218,Отчислен,3
"Титова Ульяна Онисимовна","от 23.1.2016 № 2500-к",zhyethjuschiu@aol.com,9275346589,внебюджет,160,Выпустился,5
"Наумов Герман Вадимович","от 15.10.2016 № 2538-к",sequiaschoo@narod.ru,9150049840,бюджет,170,Выпустился,5
"Иван Юлиановна","от 8.11.2016 № 2501-к",licio@yahoo.com,9166370520,бюджет,153,Зачислен,1
"Пестова Нонна Филатовна","от 8.1.2016 № 2701-к",shiath_2002@email.ru,9516253517,внебюджет,221,Зачислен,1
"Кулагина Наталья Витальевна","от 1.7.2016 № 2701-к",pynaexu@xaker.ru,9500766546,внебюджет,196,Переведён,4
"Бобылёв Ростислав Альбертович","от 2.9.2016 № 2500-к",rahyif@usa.net,9523025944,бюджет,150,Зачислен,1
"Исаев Леонид Юрьевич","от 19.1.2017 № 2500-к",choj@rambler.ru,9247779009,бюджет,167,Зачислен,1
"Маслова Нина Агафоновна","от 27.4.2017 № 2501-к",cjozh@chat.ru,9657618255,внебюджет,233,Переведён,4
"Панфилова Агафья Евгеньевна","от 25.8.2016 № 2538-к",poucyiv@langoo.com,9325302200,внебюджет,183,Отчислен,3
"Наумова Раиса Онисимовна","от 28.9.2016 № 2501-к",zyelyosjir@rumail.ru,9192171322,внебюджет,234,Отчислен,2
"Фокин Антон Аркадьевич","от 9.6.2016 № 2701-к",zaethiushye@adelite.com,9243441731,внебюджет,187,Зачислен,1
"Зимина Ангелина Протасьевна","от 8.6.2017 № 2500-к",kieziad@max.ru,9817610282,внебюджет,222,Зачислен,1
"Белозёров Донат Валентинович","от 24.6.2017 № 2538-к",moudoo@smtp.ru,9253095805,бюджет,245,Зачислен,1
"Сазонов Григорий Ильяович","от 20.6.2016 № 2701-к",jiemeepoo@newmail.ru,9287001712,бюджет,220,Отчислен,4
"Комиссарова Нинель Серапионовна","от 18.5.2017 № 2500-к",pyequiuvjo@lycos.com,9371366719,бюджет,215,Зачислен,1
"Волкова Ирина Николаевна","от 25.3.2017 № 2501-к",tjoz@xaker.ru,9133722811,внебюджет,241,Отчислен,4
"Ильин Николай Егорович","от 6.8.2017 № 2501-к",fyarja@mnogo.ru,9273786634,внебюджет,168,Выпустился,5
"Михайлова Лора Романовна","от 26.2.2017 № 2538-к",cheekoorio@softhome.com,9044667932,внебюджет,196,Отчислен,2
"Кудрявцев Лаврентий Святославович","от 9.10.2017 № 2501-к",sory@rumail.ru,9827267164,внебюджет,182,Отчислен,4
"Моисеева Оксана Богдановна","от 4.9.2016 № 2538-к",fyakaedie@smtp.ru,9817518004,бюджет,178,Выпустился,5
"Александрова Марфа Михаиловна","от 10.8.2016 № 2701-к",chichya@hotbox.ru,9037239434,внебюджет,162,Отчислен,3
"Мартынов Юрий Онисимович","от 28.2.2016 № 2501-к",tjamjanya@rin.ru,9182534650,внебюджет,214,Зачислен,1
"Белоусов Роман Денисович","от 22.2.2017 № 2500-к",quyishya@usa.net,9372973764,внебюджет,193,Переведён,4
"Архипов Ириней Альвианович","от 3.6.2017 № 2538-к",kiez@mail.ru,9878980244,бюджет,214,Выпустился,5
"Кузнецов Аристарх Григорьевич","от 14.8.2017 № 2500-к",djoschyoxaek@newmail.ru,9787972182,бюджет,225,Зачислен,1
"Одинцов Валерий Лукьевич","от 4.5.2017 № 2500-к",chyaji@nextmail.ru,9265880655,внебюджет,236,Зачислен,1
"Воронцов Евгений Дмитрьевич","от 16.1.2017 № 2501-к",syilio@nihuja.net,9089929873,бюджет,150,Выпустился,5
"Соловьёв Макар Мэлорович","от 29.4.2016 № 2500-к",nim@chat.ru,9180916490,бюджет,187,Зачислен,1
"Никонов Фёдор Дмитрьевич","от 8.9.2017 № 2500-к",hyijioshyek@adelite.com,9243174852,внебюджет,153,Выпустился,5
"Юдин Борис Протасьевич","от 3.9.2017 № 2501-к",queth@newmail.ru,9299999999,внебюджет,174,Переведён,3
"Зыков Руслан Агафонович","от 11.3.2017 № 2701-к",faec@netman.ru,9303581867,внебюджет,164,Переведён,3
"Чернова Синклитикия Авдеевна","от 20.1.2017 № 2701-к",biefyc@hotbox.com,9507437972,бюджет,208,Выпустился,5
"Журавлёв Глеб Федотович","от 14.5.2017 № 2701-к",schjigia@hob.ru,9134579758,бюджет,200,Выпустился,5
"Харитонова Галина Мартыновна","от 11.3.2016 № 2501-к",haefiekjal@yandex.ru,9161766077,бюджет,192,Зачислен,1
"Дементьева Евгения Аркадьевна","от 20.12.2017 № 2500-к",xig@langoo.com,9025557518,внебюджет,205,Выпустился,5
"Степанов Ярослав Никитевич","от 27.2.2016 № 2500-к",zaegjefeen@usa.net,9046168729,бюджет,171,Отчислен,2
"Ситников Валерьян Дамирович","от 6.6.2016 № 2501-к",vyhjovjo@rol.ru,9060917603,внебюджет,200,Переведён,4
"Медведев Геласий Борисович","от 22.7.2017 № 2501-к",fjaxiu@infobiz.com,9197761206,бюджет,228,Выпустился,5
"Шашков Авксентий Антонович","от 13.7.2016 № 2501-к",zjuquood@umr.ru,9220070987,внебюджет,206,Отчислен,2
"Суханова Вероника Матвеевна","от 4.9.2016 № 2701-к",cjatiu@hotbox.ru,9138123319,бюджет,159,Зачислен,1
"Комаров Федот Иринеевич","от 16.5.2016 № 2500-к",hyukja@email.ru,9145263417,бюджет,201,Отчислен,3
"Степанов Павел Федотович","от 26.9.2017 № 2501-к",naexio@newmail.ru,9144329698,внебюджет,217,Отчислен,4
"Пономарёв Евгений Кондратович","от 20.12.2016 № 2501-к",cigourjiv@infobiz.com,9165774723,внебюджет,212,Зачислен,1
"Беляева Регина Мстиславовна","от 27.7.2016 № 2501-к",gyaxo@hotbox.ru,9250251648,внебюджет,215,Зачислен,1
"Владимирова Виктория Семёновна","от 24.11.2017 № 2701-к",hivjij_2001@max.ru,9106662298,бюджет,164,Зачислен,1
"Уварова Марфа Святославовна","от 3.1.2016 № 2500-к",zoovyap@rumail.ru,9536829402,внебюджет,221,Зачислен,1
"Логинова Алина Гордеевна","от 7.1.2017 № 2538-к",diosyoz@google.com,9089760238,бюджет,245,Переведён,2
"Медведьева Лора Ярославовна","от 12.9.2016 № 2500-к",ryhju@yahoo.com,9265279778,бюджет,205,Переведён,4
"Борисова Дарья Евгеньевна","от 22.7.2017 № 2701-к",tjihizje@pop3.ru,9244832779,внебюджет,247,Зачислен,1
"Калинин Александр Константинович","от 2.11.2016 № 2538-к",viox@orc.ru,9613895206,внебюджет,188,Отчислен,3
"Колобов Василий Игнатьевич","от 26.10.2017 № 2501-к",boohyix@orc.ru,9509720870,бюджет,236,Отчислен,3
"Трофимов Ириней Юлианович","от 15.4.2016 № 2701-к",zyoziuschi@netman.ru,9657774564,бюджет,231,Отчислен,4
"Афанасьев Улеб Матвеевич","от 4.9.2016 № 2701-к",gooceb_1996@rambler.ru,9870057992,бюджет,213,Выпустился,5
"Фокина Агафья Сергеевна","от 12.3.2017 № 2500-к",thouzhjor@aol.com,9835824128,внебюджет,179,Переведён,2
"Евдокимов Куприян Аристархович","от 23.10.2016 № 2501-к",chyshji@rol.ru,9126627218,бюджет,152,Отчислен,4
"Панов Германн Даниилович","от 23.6.2016 № 2538-к",gjof@mail.ru,9528004157,бюджет,212,Переведён,4
"Егорова Лариса Евгеньевна","от 23.9.2016 № 2701-к",chuf@nextmail.ru,9147812425,внебюджет,242,Выпустился,5
"Кулагина Клавдия Никитевна","от 29.10.2016 № 2500-к",tjeshy@list.ru,9214191727,бюджет,194,Переведён,4
"Кулагина Ульяна Созоновна","от 18.10.2016 № 2500-к",ninji@aol.com,9685695251,бюджет,240,Выпустился,5
"Киселёв Евсей Всеволодович","от 22.11.2016 № 2501-к",gyschyo@yahoo.com,9099687371,бюджет,173,Зачислен,1
"Ларионов Глеб Улебович","от 13.4.2016 № 2500-к",sierjuv@nihuja.net,9253307219,бюджет,173,Переведён,3
"Лазарева Глафира Макаровна","от 26.10.2017 № 2538-к",kjityinee@list.ru,9526440488,внебюджет,223,Отчислен,2
"Степанов Богдан Кимович","от 28.8.2016 № 2701-к",deedam@mail.ru,9195046444,внебюджет,165,Переведён,4
"Лаврентьев Анатолий Константинович","от 26.5.2016 № 2701-к",zhyuxou@nextmail.ru,9529442904,бюджет,215,Отчислен,3
"Авдеева Галина Геласьевна","от 26.8.2017 № 2538-к",riej@nextmail.ru,9094444554,бюджет,246,Зачислен,1
"Блохин Виталий Юрьевич","от 1.2.2016 № 2501-к",feet@inbox.ru,9135559168,внебюджет,196,Отчислен,3
"Давыдов Пётр Брониславович","от 23.6.2017 № 2538-к",gjox@netman.ru,9226541898,внебюджет,209,Выпустился,5
"Шарапов Арсений Даниилович","от 9.10.2017 № 2701-к",cjasyefees@exn.ru,9898801486,внебюджет,163,Выпустился,5
"Лукина Жанна Семёновна","от 23.12.2016 № 2538-к",noshyecioch@netman.ru,9233514859,бюджет,171,Переведён,4
"Мельникова Наина Игоревна","от 8.5.2017 № 2501-к",zhiodouj@netman.ru,9625790582,внебюджет,197,Переведён,2
"Федосеев Яков Арсеньевич","от 20.8.2016 № 2701-к",niotiu@netman.ru,9087903329,бюджет,191,Переведён,2
"Воронцова Жанна Владиславовна","от 13.2.2016 № 2701-к",muriuch@lycos.com,9054052999,бюджет,171,Выпустился,5
"Григорьева Ольга Семёновна","от 10.9.2017 № 2501-к",xjuschetye@hotbox.com,9886923985,бюджет,188,Выпустился,5
"Гурьева Евдокия Всеволодовна","от 28.12.2016 № 2701-к",hioloutha@lycos.com,9802496193,бюджет,208,Отчислен,2
"Тимофеев Юлиан Дмитрьевич","от 20.9.2017 № 2501-к",chyvyok@netman.ru,9041323600,внебюджет,156,Выпустился,5
"Исаев Улеб Павлович","от 6.7.2016 № 2500-к",djiqu@sexnarod.ru,9150461798,бюджет,206,Зачислен,1
"Капустина Нина Фёдоровна","от 24.1.2017 № 2701-к",tap@narod.ru,9647447118,бюджет,250,Зачислен,1
"Шарова Евгения Данииловна","от 8.1.2017 № 2701-к",ljixiesch@hob.ru,9063741761,бюджет,202,Переведён,3
"Никитин Дмитрий Леонидович","от 18.11.2017 № 2538-к",dezieshiox@netbox.com,9030948959,внебюджет,243,Выпустился,5
"Лебедева Ангелина Фёдоровна","от 23.2.2016 № 2538-к",dyefju@aol.com,9644438473,бюджет,207,Переведён,4
"Потапов Константин Тихонович","от 20.9.2017 № 2501-к",shyociequji@netaddress.com,9873810600,бюджет,163,Отчислен,2
"Игнатова Оксана Агафоновна","от 27.1.2017 № 2701-к",schougyufous@yandex.ru,9101416063,внебюджет,205,Переведён,2
"Матвиенко Аркадий Григорьевич","от 11.4.2016 № 2501-к",kyumjupu@mail.ru,9539384878,внебюджет,205,Выпустился,5
"Авдеева Людмила Иринеевна","от 24.11.2017 № 2701-к",vyerjet@lycos.com,9271007836,внебюджет,184,Переведён,4
"Гусев Варлам Игнатьевич","от 24.1.2016 № 2501-к",viozye@softhome.com,9131785633,внебюджет,171,Переведён,4
"Ермакова Ирина Дмитрьевна","от 10.11.2016 № 2500-к",lunaec@rin.ru,9637724351,бюджет,230,Зачислен,1
"Кириллов Митрофан Пантелеймонович","от 6.9.2017 № 2501-к",chudjir@lycos.com,9601541835,внебюджет,191,Переведён,4
"Мартынов Владислав Фёдорович","от 20.3.2017 № 2538-к",tenooshiz@nextmail.ru,9629666149,бюджет,174,Зачислен,1
"Рожков Михаил Константинович","от 29.12.2016 № 2501-к",tooquyoqu@rumail.ru,9811403464,внебюджет,219,Переведён,4
"Горшков Николай Максимович","от 13.4.2016 № 2500-к",kyith@yandex.ru,9502979711,бюджет,233,Переведён,4
"Блинова София Гордеевна","от 4.8.2016 № 2701-к",thyery@yahoo.com,9143710983,бюджет,198,Переведён,3
"Сидорова Валентина Мэлсовна","от 19.9.2016 № 2538-к",jieviugju@rumail.ru,9224577275,внебюджет,203,Выпустился,5
"Тимофеева Валентина Валерьевна","от 10.3.2016 № 2501-к",cjeryanaesch@usa.net,9273460018,внебюджет,181,Выпустился,5
"Игнатов Станислав Егорович","от 12.7.2017 № 2701-к",gyusaet@email.ru,9298928656,бюджет,221,Переведён,3
"Николаева Алла Агафоновна","от 1.2.2016 № 2500-к",njekjo@newmail.ru,9184383795,бюджет,173,Выпустился,5
"Дементьев Геннадий Васильевич","от 30.2.2017 № 2500-к",thyelyo@hob.ru,9251844692,бюджет,245,Переведён,3
"Лазарева Ксения Александровна","от 19.3.2017 № 2501-к",mioquyi@infobiz.com,9145692353,внебюджет,199,Выпустился,5
"Колобов Игнатий Матвеевич","от 18.7.2017 № 2701-к",dyagu@netbox.com,9245639026,бюджет,165,Отчислен,3
"Бирюков Геннадий Евгеньевич","от 11.11.2016 № 2501-к",zjosiu@email.ru,9533695449,внебюджет,243,Выпустился,5
"Афанасьева Виктория Владленовна","от 12.1.2017 № 2701-к",hjomjush@rol.ru,9046188466,внебюджет,227,Переведён,3
"Козлов Аристарх Мэлорович","от 14.5.2017 № 2500-к",xyoviaschjo@smtp.ru,9002623097,бюджет,160,Переведён,4
"Исаков Леонид Протасьевич","от 30.10.2016 № 2500-к",zhioshyaxiesch@inbox.ru,9877424302,внебюджет,231,Переведён,3
"Киселёва Анна Тихоновна","от 27.11.2017 № 2501-к",bievjiki@mail.ru,9600357588,бюджет,217,Переведён,4
"Миронов Макар Протасьевич","от 13.12.2016 № 2500-к",dog_2001@lycos.com,9146462994,бюджет,204,Переведён,4
"Корнилова Акулина Серапионовна","от 28.2.2016 № 2538-к",hereem@langoo.com,9371896419,внебюджет,212,Выпустился,5
"Гордеев Максим Донатович","от 30.4.2017 № 2501-к",ziutu@rumail.ru,9129197400,внебюджет,206,Зачислен,1
"Андреев Якун Мстиславович","от 9.7.2016 № 2500-к",pyoshyoxiam@rambler.ru,9227706342,внебюджет,234,Выпустился,5
"Королёв Фёдор Григорьевич","от 29.2.2017 № 2538-к",thjixjip@rumail.ru,9501693001,внебюджет,162,Зачислен,1
"Никонов Леонид Павлович","от 9.5.2016 № 2500-к",xeefjadiu@hotbox.com,9627782976,внебюджет,186,Отчислен,3
"Антонова Елена Аристарховна","от 24.5.2016 № 2500-к",hjid@land.ru,9787031183,внебюджет,209,Отчислен,2
"Моисеева Ираида Матвеевна","от 10.2.2017 № 2500-к",zexae@netaddress.com,9280044243,внебюджет,186,Переведён,4
"Калинин Геласий Даниилович","от 21.3.2017 № 2500-к",schjiz@aol.com,9153749741,внебюджет,190,Выпустился,5
"Голубев Ириней Ефимович","от 28.12.2016 № 2500-к",liathyosh@hob.ru,9180640594,бюджет,150,Отчислен,3
"Тетерина Анжелика Владимировна","от 9.1.2017 № 2501-к",lechjechyo@rol.ru,9508958233,внебюджет,212,Отчислен,4
"Кулаков Семён Всеволодович","от 23.12.2017 № 2501-к",gookir@rin.ru,9192280687,внебюджет,157,Отчислен,4
"Некрасов Лаврентий Анатольевич","от 8.12.2017 № 2538-к",xjuschyp@narod.ru,9200924956,бюджет,214,Переведён,2
"Кузьмин Руслан Альбертович","от 26.3.2016 № 2500-к",tjukyeme@hotbox.com,9192326076,внебюджет,247,Выпустился,5
"Ларионова Анжелика Сергеевна","от 15.12.2016 № 2500-к",xjido@xaker.ru,9245399281,внебюджет,249,Отчислен,4
"Воробьёв Станислав Романович","от 11.11.2016 № 2538-к",vozhaet@land.ru,9177864069,бюджет,198,Зачислен,1
"Белова Кира Эдуардовна","от 9.10.2016 № 2701-к",giaschiom@yandex.ru,9515026781,внебюджет,242,Отчислен,3
"Журавлёв Мэлс Арсеньевич","от 13.6.2017 № 2501-к",shomjo@adelite.com,9824519041,внебюджет,189,Переведён,2
"Бобылёва Виктория Пётровна","от 17.11.2017 № 2538-к",zoroofou@inbox.ru,9651124563,внебюджет,244,Отчислен,4
"Тимофеева Иванна Ефимовна","от 3.5.2017 № 2500-к",gyeneechie@narod.ru,9128753945,внебюджет,208,Переведён,2
"Евсеева Дарья Куприяновна","от 2.11.2016 № 2701-к",siorjetee@usa.net,9603984531,внебюджет,248,Отчислен,2
"Воробьёв Парфений Евсеевич","от 24.4.2016 № 2538-к",qujahye@infobiz.com,9613979251,внебюджет,207,Переведён,2
"Колесникова Фаина Валерьяновна","от 23.2.2017 № 2501-к",dusou@land.ru,9082889173,бюджет,247,Отчислен,4
"Трофимова Фёкла Антоновна","от 2.4.2016 № 2701-к",dyasieboo@land.ru,9619693300,внебюджет,165,Переведён,2
